Post,ContainsOrNot
Q: Just a LittLe spam for now = ) What If you CouLd waLk On water ( Yo that shit wouLd be CooL LoL )<br>A: omg i would be there by now lol nah yeah thatll be mad fun the places i could go with out having to ply for an air plane ticket and have more spending more =D,0
Q: just responded to your email<br>A: and me to u lol,0
Q: k...you not logging in..i gonna go<br>A: omg king just hold up for a sec jeez im coming,0
Q: k..back..i just took some shots again....lol...then she said to me...u smoked today huh....and iw as no....<br>A: lmfao wow omg yeh i was suppose to have that talk with you about that lol smoking holy i keep haven to correct myself cause ur addictive spelling jeez,1
Q: k..how bout i got to kiwi land?<br>A: im coming its peerrttii there,0
Q: Know how to row a boat?<br>A: row row row your boat gently down the stream merrily merrily merrily  merrily life is but a dream =DD,0
Q: Koolies and Coolio are typically Kiwi words  don&apos;t you think :) ?? .. Do you like to make up your own words o_O ?? .. I do lol .. On average I think I make up a new word every day O_o ..<br>A: yes i do agree with the koolies and coolio being typical i lmake up my own words when im blanking out lol,0
Q: lalalala i would sing but all i hav right now is lalalalalalala....<3<br>A: *sings*r r there goes my baby r (oo girl look at you) r you don't know how good it feels to call you my girl r there goes my baby r loving everything you do r oo girl look at you r r bet you ain't know that i be checking you out r when you be putting your heels on r i swear your body's so perfect baby r how you work it baby yea r i love the way that you be poking it out r girl give me something to feel on r so please believe we gone be twerking it out r by the end of the night baby r r i've been waiting all day to wrap my hands r around your waist and kiss your face r wouldn't trade this feeling for nothing r not even for a minute r and i'll sit here long as it takes r to get you all alone r but as soon as you come walking my way r you gon hear me say r r there goes my baby r (oo girl look at you) r you don't know how good it feels to call you my girl r there goes my baby r loving everything you do r oo girl look at you r r i get the chills whenever i see your face r and you in the place girl r feel like i'm in a movie baby r i'm like oowee baby oh r like waterfalls your hair falls down to your waist r can i get a taste girl r no need to keep this baby r i ain't ashamed of calling your name girl r r i've been waiting all day to wrap my hands r around your waist and kiss your face r wouldn't trade this feeling for nothing r not even for a minute r and i'll sit here long as it takes r to get you all alone r but as soon as you come walking my way r you gon hear me say r r there goes my baby r (oo girl look at you) r you don't know how good it feels to call you my girl r there goes my baby r loving everything you do r oo girl look at you r r and girl i feel like it's our first time r everytime we get together r baby loving you feels better than r everything  anything r put on my heart you don't need a ring r and i promise our time away won't change my love r r there goes my baby r (oo girl look at you) r you don't know how good it feels to call you my girl r there goes my baby r loving everything you do r oo girl look at you r r there goes my baby r (oo girl look at you) r you don't know how good it feels to call you my girl r there goes my baby r loving everything you do r oo girl look at you,0
Q: lalu moo u2665<br>A: idnt think youd deactivate,0
Q: LALU MOO u2665<br>A: wow where have you gone??,0
Q: lame right lol so what u doin<br>A: lmfao its called no life gurl take anon off they cant say n e thing then,0
Q: last time on Y!A?<br>A: is never =(,0
Q: last time u got hurt<br>A: i cant remember thats kinda yeah old now but yeah,0
Q: last time you have chinese food?<br>A: ahh like few weeks back,0
Q: Leaving wnt be back til&apos; Friday.. please leave me some spam while i am gone (:<br>A: hmm ill try my best to spam you  =) have fun,0
Q: length or with? lolr<br>A: lmfao both is great maybe width lol,1
Q: Let&apos;s say you went hunting and you accidently shot a special child who would you blame?<br>A: no one cause the gun would be smoking still,0
Q: lets ______ tonight ???????????<br>A: Lets get freaky tonight,0
Q: lets get it on......if our love is true..oh baby..dont yo uknow how sweet life can be..i asking u baby..lets get it on with me.....i...i...i aint gonna push you....c&apos;mon  cmon. cmon. cmon...lets get it on......<br>A: whats that song i dont know that one sing music make sthe world go round,0
Q: Lets say you back back in time  you see baby Hitler choking  do you save him?<br>A: lmao yes u do and when he grows to be hitler then u remind him for saving his life lol and hopefully he dont kill you,0
Q: liek wehn i splle liek thsi? see you still understand<br>A: yeh im used to how you type but im saying that im typing like you now lol,0
Q: Life is a strange thing.<br>A: life is full of unexpected surprises,0
Q: Life is pleasant Death is Peaceful its the transation of the two that&apos;s troublesome..Agreed Or Disagreed?<br>A: agree,0
Q: Lifes A Bitch Only When_______<br>A: lmao ZooWills answer when life gives you lemons lol,0
Q: like i havent been on did u miss me? lol<br>A: ahh you were on yesterday lol of course i miss you durr lol,0
Q: like my new pik<br>A: i like your new pik as well smexxii =DD,0
Q: List a few things that feel right to you<br>A: Comfort peace of mind love family work,0
Q: list ur wildest friends first name???????<br>A: ill just name the group Genesisters - girls crewr Chozen few - Boys crew,0
Q: lmao  Los zoo&apos;s are the best righttt?<br>A: lmao yes they is,0
Q: lmao &quot;girl put ur shoe on she not worth it... * thats not what chur man said....<br>A: LMFAO i loved it was malerious<<< shay word dont steal it,0
Q: lmao i put .co instead of .com<br>A: lmao u dork,0
Q: lmao if i fly im not comming back lol=D ill sell the plan and buy us a island Zooland=D<br>A: lmao with zoo animals to =D,0
Q: lmao jus p laying to obtain the title&quot;zoo&quot; i have to give it to u lol.<br>A: well i in herited it apparently went from a flintstone to a zoo lmao,0
Q: lmao love your backround!!!! check ines out=D<br>A: sexxii lmao i know u like mine hehe,0
Q: lmao omg that song was back in 2004 u gotta listen tot here new stuff hehe=p<br>A: so wat thats a mad sexxii song and im in love..........with it =D,0
Q: lmao somones all distracted lmao cant write right now?? its ok i undastand ur obbsessed.<br>A: lmfao wat who not me ahaha shup u cu doing spaming my contacts go find your own lmao,1
Q: lmao thanks for your blonde monment =]<br>A: thanks for the pik :D,0
Q: lmao then i would be happy =]<br>A: baby SHAY!!! lol,0
Q: lmao uhh ok but mess up and ull wake up one day with a patch lmafo..<br>A: wow u touch my hair ull die for sure lmao and oud have to get me soooper tired or drunk to be able to touch my hair to begin with lol,1
Q: lmao wtf i cant use Sike but u can wa a rip....<br>A: it was to make u mad so watev u made me mad so i made u made cause i said it and u cant and if u send me an fs with sike in it im going =D cause i love u that muj,0
Q: lmao yes a bigger upgrade i must say ma=D dnt wry will name our little girl zoo-something lmafo! joxx.<br>A: lmfao hmm u can name ur girl zoo watev not mine lol,0
Q: LMAO! when is my Birthday?<br>A: 22th Feb lol gotcha lmao,0
Q: Lmbo! .. Swine Flu .. Holy crap .. People here still freak out at that lol ..<br>A: haha hard out so funny though its the flu damit haha,0
Q: Lmfao wow that super made me lol foreal=) &amp; omg should I post that last thing u sent me?lol &amp; mhmm u probably wouldn&apos;t want to post this 1 thou lol I can&apos;t stop laughing that was too funny &amp; sad kinda=)<br>A: aww no lmao forgot what i said ok post it lmfao,0
Q: LMFAO YOU CHANGE YOUR NUMBER AGAIN? SOME JUNGLE LMFAO VOICEMAIL GOES WITH UR NAME WTF IS UP WITH YOUR NAME?<br>A: LMFAO wat u mean again u doosh no i lost my fone cant find it no where if i dont find it tomorrow ima buy another one stfu my babys name chill we gota be the same to roll the same you know how we do =P,1
Q: lol  natural women?.......looking out..on the morning rain..i use to felel uninspried....<br>A: i dont know that song lol,0
Q: Lol  well how many cars have you owned?<br>A: 4 so far my 4WD got paid off today lets celebrate :D:D on the verg of getting me a skyline now :D:D,0
Q: Lol  yeah nah I knew you were only at the olds using the net  that&apos;s what I asked lol .. If you were still there  jamming their net :P ..<br>A: haha yeh everyones like make sure you delete the history dont want your parents knowing your on porn :O im like dude i dont go on porn haha,0
Q: Lol .. And don&apos;t lie  you know you go on porn sites :P .. Everyone goes on porn sites o_O lol ..<br>A: clarissa ur a bad example for me lol no neva eva lol,0
Q: Lol .. Being attacked by your sister does count as being attacked by anything lol .. Have you ever fought physically (seriously) with any of your siblings ?? .. And  did you kick ass or eat dirt lol ?? ..<br>A: haha yeh me and my sister used to fight like crazy she moved here and was like trying to take over my house hold (with mum and dad) and she said something to me and i attackd her dad walked in and was like wtf is going on by that time i was already packing up and about to walk out lol lil sookie i know lol,0
Q: Lol .. Girly  it&apos;s okay lol .. That&apos;s what happens when you try to spam before your time :P .. Enjoy your dinner :) ..<br>A: lol no now u have to talk to me on mine aww u can answer by the way and yes my time was up ages ago lol,0
Q: Lol .. Got it! .. Duuuhhh .. Ignorant Kiwi here o_O .. Random  what&apos;d you get up to in the weekend XD ?? ..<br>A: nothing was sickly :( still am just my head sore still lol,0
Q: Lol .. I&apos;ll always miss you XD lol .. So  I just came from Yahoo Answers  because I planned on answering your questions  and only learned that they had already been resolved lol .. BuUurn! lol ..<br>A: bwahahahahahaha yeh well i told u my ituation right with yahoo so ill ask as muj and u betah answer them ok lol,0
